,location_name,cause_name,year,GBD_val
560591,World Bank Lower Middle Income,Musculoskeletal disorders,2013,34.46182452334705
560597,World Bank Lower Middle Income,Musculoskeletal disorders,2014,35.28059671932423
560603,World Bank Lower Middle Income,Musculoskeletal disorders,2015,36.07427587635016
560615,World Bank Lower Middle Income,Musculoskeletal disorders,2016,36.89221936254731
560609,World Bank Lower Middle Income,Musculoskeletal disorders,2017,37.19969249628255
561797,World Bank Upper Middle Income,Musculoskeletal disorders,1990,32.774665056020865
561803,World Bank Upper Middle Income,Musculoskeletal disorders,1991,33.10138698588069
561809,World Bank Upper Middle Income,Musculoskeletal disorders,1992,33.42206075062789
561815,World Bank Upper Middle Income,Musculoskeletal disorders,1993,34.19719177391833
561821,World Bank Upper Middle Income,Musculoskeletal disorders,1994,34.76668799077947
561827,World Bank Upper Middle Income,Musculoskeletal disorders,1995,35.35719841757253
561833,World Bank Upper Middle Income,Musculoskeletal disorders,1996,35.531159976469404
561839,World Bank Upper Middle Income,Musculoskeletal disorders,1997,35.353189354588025
561845,World Bank Upper Middle Income,Musculoskeletal disorders,1998,35.61266223215746
561851,World Bank Upper Middle Income,Musculoskeletal disorders,1999,36.34504326086935
561857,World Bank Upper Middle Income,Musculoskeletal disorders,2000,36.722924666152466
561863,World Bank Upper Middle Income,Musculoskeletal disorders,2001,36.63163445633997
561869,World Bank Upper Middle Income,Musculoskeletal disorders,2002,36.34725599542888
561875,World Bank Upper Middle Income,Musculoskeletal disorders,2003,35.74531919673873
561881,World Bank Upper Middle Income,Musculoskeletal disorders,2004,35.671070183503474
561887,World Bank Upper Middle Income,Musculoskeletal disorders,2005,35.43911489032213
561893,World Bank Upper Middle Income,Musculoskeletal disorders,2006,35.114853419508044
561899,World Bank Upper Middle Income,Musculoskeletal disorders,2007,34.84393775991909
561905,World Bank Upper Middle Income,Musculoskeletal disorders,2008,35.268521295700566
561911,World Bank Upper Middle Income,Musculoskeletal disorders,2009,35.771268518887304
561917,World Bank Upper Middle Income,Musculoskeletal disorders,2010,35.89505519902295
561923,World Bank Upper Middle Income,Musculoskeletal disorders,2011,35.46918265334028
561929,World Bank Upper Middle Income,Musculoskeletal disorders,2012,35.360656381441544
561935,World Bank Upper Middle Income,Musculoskeletal disorders,2013,35.48395060023857
561941,World Bank Upper Middle Income,Musculoskeletal disorders,2014,35.980802831524464
561947,World Bank Upper Middle Income,Musculoskeletal disorders,2015,36.284470298237025
561959,World Bank Upper Middle Income,Musculoskeletal disorders,2016,36.60447906447777
561953,World Bank Upper Middle Income,Musculoskeletal disorders,2017,36.318870360236275
655205,World Bank High Income,Neglected tropical diseases and malaria,1990,3.1187030823015687
655211,World Bank High Income,Neglected tropical diseases and malaria,1991,2.8305220063065213
655217,World Bank High Income,Neglected tropical diseases and malaria,1992,2.4885191129574706
655223,World Bank High Income,Neglected tropical diseases and malaria,1993,2.236094352138046
655229,World Bank High Income,Neglected tropical diseases and malaria,1994,2.2074820245264033
655235,World Bank High Income,Neglected tropical diseases and malaria,1995,2.1600895278447307
655241,World Bank High Income,Neglected tropical diseases and malaria,1996,2.061711927170114
655247,World Bank High Income,Neglected tropical diseases and malaria,1997,1.9482858762768571
655253,World Bank High Income,Neglected tropical diseases and malaria,1998,2.1527265223786967
655259,World Bank High Income,Neglected tropical diseases and malaria,1999,1.9748289009073656
655265,World Bank High Income,Neglected tropical diseases and malaria,2000,1.9490668893328649
655271,World Bank High Income,Neglected tropical diseases and malaria,2001,1.901883947253471
655277,World Bank High Income,Neglected tropical diseases and malaria,2002,1.9013013978892004
655283,World Bank High Income,Neglected tropical diseases and malaria,2003,1.8268836426459103
655289,World Bank High Income,Neglected tropical diseases and malaria,2004,1.7602219872268865
655295,World Bank High Income,Neglected tropical diseases and malaria,2005,1.7295565230028844
655301,World Bank High Income,Neglected tropical diseases and malaria,2006,1.6792272630623786
655307,World Bank High Income,Neglected tropical diseases and malaria,2007,1.6936896502021834
655313,World Bank High Income,Neglected tropical diseases and malaria,2008,1.7501082817020643
655319,World Bank High Income,Neglected tropical diseases and malaria,2009,1.7555437977565935
655325,World Bank High Income,Neglected tropical diseases and malaria,2010,1.7314399674072134
655331,World Bank High Income,Neglected tropical diseases and malaria,2011,1.7712720841398253
655337,World Bank High Income,Neglected tropical diseases and malaria,2012,1.8444052509829527
655343,World Bank High Income,Neglected tropical diseases and malaria,2013,1.813022090687595
655349,World Bank High Income,Neglected tropical diseases and malaria,2014,1.7529985740834146
655355,World Bank High Income,Neglected tropical diseases and malaria,2015,1.7438646716821848
655367,World Bank High Income,Neglected tropical diseases and malaria,2016,1.3653923006115716
655361,World Bank High Income,Neglected tropical diseases and malaria,2017,1.271163787832277
665621,World Bank Low Income,Neglected tropical diseases and malaria,1990,11985.202598068809
665627,World Bank Low Income,Neglected tropical diseases and malaria,1991,11428.293953577424
665633,World Bank Low Income,Neglected tropical diseases and malaria,1992,10733.275916395844
665639,World Bank Low Income,Neglected tropical diseases and malaria,1993,10141.67964548882
665645,World Bank Low Income,Neglected tropical diseases and malaria,1994,9699.922204362563
665651,World Bank Low Income,Neglected tropical diseases and malaria,1995,9290.162182769149
665657,World Bank Low Income,Neglected tropical diseases and malaria,1996,8937.007990491327
665663,World Bank Low Income,Neglected tropical diseases and malaria,1997,8788.832921760668
665669,World Bank Low Income,Neglected tropical diseases and malaria,1998,8601.932896218912
665675,World Bank Low Income,Neglected tropical diseases and malaria,1999,8488.13789214249
665681,World Bank Low Income,Neglected tropical diseases and malaria,2000,8376.534219749476
665687,World Bank Low Income,Neglected tropical diseases and malaria,2001,8353.565316436421
665693,World Bank Low Income,Neglected tropical diseases and malaria,2002,8252.197853077918
665699,World Bank Low Income,Neglected tropical diseases and malaria,2003,8070.993923869335
665705,World Bank Low Income,Neglected tropical diseases and malaria,2004,7813.169407391897
665711,World Bank Low Income,Neglected tropical diseases and malaria,2005,7514.342845575659
665717,World Bank Low Income,Neglected tropical diseases and malaria,2006,7089.043808685081
665723,World Bank Low Income,Neglected tropical diseases and malaria,2007,6738.015881532077
665729,World Bank Low Income,Neglected tropical diseases and malaria,2008,6302.637396334879
665735,World Bank Low Income,Neglected tropical diseases and malaria,2009,5876.47825869598
665741,World Bank Low Income,Neglected tropical diseases and malaria,2010,5450.488754106284
665747,World Bank Low Income,Neglected tropical diseases and malaria,2011,5025.257237926198
665753,World Bank Low Income,Neglected tropical diseases and malaria,2012,4625.487838662198
665759,World Bank Low Income,Neglected tropical diseases and malaria,2013,4339.524836953099
665765,World Bank Low Income,Neglected tropical diseases and malaria,2014,4237.142107354175
665771,World Bank Low Income,Neglected tropical diseases and malaria,2015,3921.5739498420094
665783,World Bank Low Income,Neglected tropical diseases and malaria,2016,3688.391127940741
665777,World Bank Low Income,Neglected tropical diseases and malaria,2017,3551.4018335086585
662765,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1990,1916.637541833998
662771,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1991,1877.4343127497118
662777,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1992,1814.0352386524025
662783,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1993,1750.3384653100245
662789,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1994,1688.1345462618513
662795,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1995,1662.8394054519376
662801,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1996,1636.6866898224607
662807,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1997,1621.279219923079
662813,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1998,1596.214412858336
662819,World Bank Lower Middle Income,Neglected tropical diseases and malaria,1999,1578.7757435520664
662825,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2000,1567.0702570162498
662831,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2001,1590.1172338667857
662837,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2002,1599.6266158400156
662843,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2003,1607.6054740491245
662849,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2004,1574.3457089407675
662855,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2005,1526.8392901378033
662861,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2006,1480.0483181986588
662867,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2007,1428.4250041931625
662873,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2008,1375.5917110741527
662879,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2009,1270.7468890487962
662885,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2010,1171.186789606734
662891,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2011,1116.479519510964
662897,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2012,1061.8954558018472
662903,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2013,1025.3643050090961
662909,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2014,987.0369040464067
662915,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2015,903.2696286755827
662927,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2016,804.5124710480113
662921,World Bank Lower Middle Income,Neglected tropical diseases and malaria,2017,780.9519453899069
664109,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1990,71.80960121448568
664115,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1991,68.10195275927893
664121,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1992,64.58575041475343
664127,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1993,61.318644815275256
664133,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1994,57.55257220128532
664139,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1995,55.9915473962354
664145,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1996,50.11355269460826
664151,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1997,45.85936067567909
664157,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1998,43.8058375094952
664163,World Bank Upper Middle Income,Neglected tropical diseases and malaria,1999,42.0182237069278
664169,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2000,40.24974424330394
664175,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2001,38.286068371298214
664181,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2002,37.0193085749833
664187,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2003,36.07209580608068
664193,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2004,35.316267568583996
664199,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2005,33.671716457635895
664205,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2006,31.679941235788764
664211,World Bank Upper Middle Income,Neglected tropical diseases and malaria,2007,30.25269882575003
